latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
33.15246,-83.66674,331.03,0.36,0.57,2026-03-05,1756,N20,nominal,2.0NRT,287.38,1.78,D
33.15155,-83.6704,328.08,0.36,0.57,2026-03-05,1756,N20,nominal,2.0NRT,286.85,1.78,D
32.63338,-85.68893,345.91,0.48,0.65,2026-03-05,1756,N20,nominal,2.0NRT,293.62,6.08,D
32.95317,-84.6106,354.74,0.41,0.6,2026-03-05,1756,N20,nominal,2.0NRT,291.2,10.19,D
33.41031,-83.07377,332.73,0.33,0.55,2026-03-05,1756,N20,nominal,2.0NRT,294.32,4.53,D
33.40953,-83.07706,350.18,0.33,0.55,2026-03-05,1756,N20,nominal,2.0NRT,296.82,4.53,D
33.55689,-82.49194,347.47,0.6,0.53,2026-03-05,1756,N20,nominal,2.0NRT,293.6,9.53,D
33.41107,-83.07037,326.95,0.33,0.55,2026-03-05,1756,N20,nominal,2.0NRT,294.85,1.94,D
33.41026,-83.07369,327.32,0.33,0.55,2026-03-05,1756,N20,nominal,2.0NRT,294.52,3.96,D
33.40945,-83.07697,355.97,0.33,0.55,2026-03-05,1756,N20,nominal,2.0NRT,297.27,3.96,D
33.55569,-82.49202,346.46,0.6,0.53,2026-03-05,1756,N20,nominal,2.0NRT,293.15,11.69,D
33.56044,-82.49354,334.51,0.6,0.53,2026-03-05,1756,N20,nominal,2.0NRT,293.36,5.02,D
33.0396,-84.63947,331.29,0.41,0.6,2026-03-05,1756,N20,nominal,2.0NRT,288.23,2.19,D
34.66501,-77.44637,334.73,0.47,0.4,2026-03-05,1756,N20,nominal,2.0NRT,286.05,4,D
34.6686,-77.44736,340.38,0.47,0.4,2026-03-05,1756,N20,nominal,2.0NRT,288.58,7.25,D
32.32561,-87.42384,336.55,0.61,0.71,2026-03-05,1756,N20,nominal,2.0NRT,293.9,3.71,D
34.15009,-80.34813,354.47,0.44,0.46,2026-03-05,1756,N20,nominal,2.0NRT,296.91,11.55,D
32.79271,-86.01752,367,0.49,0.65,2026-03-05,1756,N20,high,2.0NRT,292.77,14.57,D
33.54818,-83.07143,338.2,0.32,0.55,2026-03-05,1756,N20,nominal,2.0NRT,292.72,2.1,D
32.79407,-86.01249,336.89,0.49,0.65,2026-03-05,1756,N20,nominal,2.0NRT,291.91,8.56,D
32.34861,-87.71001,329.06,0.63,0.72,2026-03-05,1756,N20,nominal,2.0NRT,292.11,5.56,D
34.45978,-79.13885,333.85,0.57,0.43,2026-03-05,1756,N20,nominal,2.0NRT,291.49,6.7,D
32.65476,-86.73793,327.32,0.55,0.68,2026-03-05,1756,N20,nominal,2.0NRT,294.7,4.67,D
32.66073,-86.74027,325.48,0.55,0.68,2026-03-05,1756,N20,nominal,2.0NRT,293.77,4.67,D
33.90962,-81.87321,334.95,0.54,0.51,2026-03-05,1756,N20,nominal,2.0NRT,289.91,10.61,D
34.93656,-76.89112,330.74,0.45,0.39,2026-03-05,1756,N20,nominal,2.0NRT,290.61,3.67,D
33.90363,-81.87251,340.02,0.54,0.51,2026-03-05,1756,N20,nominal,2.0NRT,290.74,6.65,D
32.65972,-86.74075,337.01,0.55,0.68,2026-03-05,1756,N20,nominal,2.0NRT,294.32,4.06,D
33.53054,-83.55418,330.03,0.34,0.56,2026-03-05,1756,N20,nominal,2.0NRT,289.33,3.89,D
33.68066,-83.00507,336.79,0.32,0.54,2026-03-05,1756,N20,nominal,2.0NRT,292.94,6.22,D
33.67987,-83.00836,350.81,0.32,0.54,2026-03-05,1756,N20,nominal,2.0NRT,292.22,5.87,D
33.71284,-82.91467,343.19,0.63,0.54,2026-03-05,1756,N20,nominal,2.0NRT,291.78,11.75,D
33.54974,-83.80956,350.9,0.36,0.57,2026-03-05,1756,N20,nominal,2.0NRT,287.91,4.57,D
33.55045,-83.80992,348.98,0.36,0.57,2026-03-05,1756,N20,nominal,2.0NRT,288.88,4.2,D
33.00505,-85.9633,329.34,0.48,0.65,2026-03-05,1756,N20,nominal,2.0NRT,293.02,2.41,D
32.97262,-86.24642,367,0.5,0.66,2026-03-05,1756,N20,high,2.0NRT,295.28,12.93,D
34.30049,-81.19087,328.55,0.49,0.49,2026-03-05,1756,N20,nominal,2.0NRT,293.43,3.5,D
33.39209,-84.92947,328.87,0.41,0.61,2026-03-05,1756,N20,nominal,2.0NRT,289.41,3.12,D
33.90614,-82.90474,327.09,0.62,0.54,2026-03-05,1756,N20,nominal,2.0NRT,287.92,4.45,D
33.90962,-82.95496,343.7,0.63,0.54,2026-03-05,1756,N20,nominal,2.0NRT,292.23,15.97,D
33.63639,-84.15487,327.94,0.37,0.58,2026-03-05,1756,N20,nominal,2.0NRT,290.16,1.88,D
32.87335,-87.03669,325.19,0.56,0.69,2026-03-05,1756,N20,nominal,2.0NRT,294.64,2.89,D
34.63573,-79.91264,349.49,0.41,0.45,2026-03-05,1756,N20,nominal,2.0NRT,296.7,7.41,D
32.84953,-87.26704,367,0.58,0.7,2026-03-05,1756,N20,high,2.0NRT,297.5,41.41,D
32.8511,-87.26138,342.2,0.58,0.7,2026-03-05,1756,N20,nominal,2.0NRT,293,22.65,D
32.84788,-87.27295,354.9,0.58,0.7,2026-03-05,1756,N20,nominal,2.0NRT,296.02,41.41,D
32.8462,-87.279,328.25,0.58,0.7,2026-03-05,1756,N20,nominal,2.0NRT,293.06,17.97,D
32.8429,-87.29082,327.24,0.58,0.7,2026-03-05,1756,N20,nominal,2.0NRT,289.1,4.69,D
32.85565,-87.26937,332.32,0.58,0.7,2026-03-05,1756,N20,nominal,2.0NRT,292.79,4.52,D
32.854,-87.27532,326.96,0.58,0.7,2026-03-05,1756,N20,nominal,2.0NRT,292.39,4.52,D
34.15015,-82.27669,327.2,0.57,0.52,2026-03-05,1756,N20,nominal,2.0NRT,293.41,3.09,D
34.14879,-82.28262,328.31,0.57,0.52,2026-03-05,1756,N20,nominal,2.0NRT,293.11,3.09,D
33.18845,-86.16622,330.71,0.49,0.65,2026-03-05,1756,N20,nominal,2.0NRT,292.84,4.31,D
32.84558,-87.26738,367,0.58,0.7,2026-03-05,1756,N20,high,2.0NRT,294.02,19.54,D
32.84389,-87.27329,367,0.58,0.7,2026-03-05,1756,N20,high,2.0NRT,294.23,28.5,D
32.84722,-87.26164,326.83,0.58,0.69,2026-03-05,1756,N20,nominal,2.0NRT,292.53,19.54,D
32.85003,-87.27558,367,0.58,0.7,2026-03-05,1756,N20,high,2.0NRT,294.27,28.5,D
34.15253,-82.27271,328.57,0.57,0.52,2026-03-05,1756,N20,nominal,2.0NRT,292.75,8.31,D
32.85335,-87.2639,351.78,0.58,0.69,2026-03-05,1756,N20,nominal,2.0NRT,292.98,19.54,D
32.85174,-87.26957,355.74,0.58,0.7,2026-03-05,1756,N20,nominal,2.0NRT,297.28,19.54,D
32.84495,-87.29338,327.8,0.58,0.7,2026-03-05,1756,N20,nominal,2.0NRT,288.45,5.92,D
33.19094,-86.1698,367,0.49,0.65,2026-03-05,1756,N20,high,2.0NRT,295.91,11.09,D
33.19118,-86.19228,340.62,0.49,0.65,2026-03-05,1756,N20,nominal,2.0NRT,294.73,5.74,D
34.45641,-81.13327,328.45,0.48,0.48,2026-03-05,1756,N20,nominal,2.0NRT,294.14,3.78,D
34.65555,-80.25937,327.4,0.43,0.46,2026-03-05,1756,N20,nominal,2.0NRT,291.89,5.94,D
34.65678,-80.27415,341.19,0.43,0.46,2026-03-05,1756,N20,nominal,2.0NRT,297.46,7.85,D
34.94334,-79.27073,328.4,0.57,0.43,2026-03-05,1756,N20,nominal,2.0NRT,285.6,5.15,D
32.73129,-88.24416,329.47,0.66,0.73,2026-03-05,1756,N20,nominal,2.0NRT,292.16,6.07,D
34.82608,-79.99678,334.97,0.41,0.45,2026-03-05,1756,N20,nominal,2.0NRT,295.27,3.71,D
33.22996,-86.69572,333.73,0.53,0.67,2026-03-05,1756,N20,nominal,2.0NRT,292.92,5.31,D
34.29706,-82.55729,331.75,0.58,0.52,2026-03-05,1756,N20,nominal,2.0NRT,288.42,3.44,D
34.29679,-82.55886,337.06,0.58,0.52,2026-03-05,1756,N20,nominal,2.0NRT,288.65,5.09,D
33.23129,-86.69301,329.35,0.52,0.67,2026-03-05,1756,N20,nominal,2.0NRT,292.74,3.68,D
33.2298,-86.69831,327.65,0.52,0.67,2026-03-05,1756,N20,nominal,2.0NRT,293.1,3.68,D
35.1302,-78.91399,351.12,0.54,0.42,2026-03-05,1756,N20,nominal,2.0NRT,287.96,5.7,D
35.12902,-78.91982,326.33,0.54,0.42,2026-03-05,1756,N20,nominal,2.0NRT,286.66,5.7,D
34.43687,-82.13275,328.64,0.55,0.51,2026-03-05,1756,N20,nominal,2.0NRT,288.26,4.31,D
34.58894,-81.61488,352.56,0.51,0.49,2026-03-05,1756,N20,nominal,2.0NRT,293.74,10.09,D
33.79472,-85.07313,337.23,0.41,0.61,2026-03-05,1756,N20,nominal,2.0NRT,292.73,3.83,D
34.69599,-81.42364,339.13,0.49,0.49,2026-03-05,1756,N20,nominal,2.0NRT,294.64,10.69,D
35.16984,-79.30283,336.44,0.56,0.43,2026-03-05,1756,N20,nominal,2.0NRT,280.36,8.69,D
35.1686,-79.30888,340.24,0.56,0.43,2026-03-05,1756,N20,nominal,2.0NRT,280.82,6.92,D
35.09905,-79.82875,339.02,0.4,0.44,2026-03-05,1756,N20,nominal,2.0NRT,286.24,4.18,D
33.88663,-85.19522,335.66,0.42,0.61,2026-03-05,1756,N20,nominal,2.0NRT,289.88,3.63,D
35.19625,-79.54905,341.16,0.39,0.44,2026-03-05,1756,N20,nominal,2.0NRT,280.82,5.16,D
35.19539,-79.55315,339.31,0.39,0.44,2026-03-05,1756,N20,nominal,2.0NRT,280.66,6.99,D
34.85875,-81.19198,326.9,0.48,0.48,2026-03-05,1756,N20,nominal,2.0NRT,295.65,2.85,D
33.74482,-85.74801,332.54,0.45,0.63,2026-03-05,1756,N20,nominal,2.0NRT,291.29,4.53,D
33.72278,-86.08439,332.42,0.47,0.64,2026-03-05,1756,N20,nominal,2.0NRT,289.75,8.95,D
34.82034,-81.78206,327.11,0.51,0.5,2026-03-05,1756,N20,nominal,2.0NRT,292.38,3.21,D
34.81713,-81.78238,332.88,0.51,0.5,2026-03-05,1756,N20,nominal,2.0NRT,291.24,4.74,D
34.1234,-85.0022,352.47,0.4,0.6,2026-03-05,1756,N20,nominal,2.0NRT,293.49,6.27,D
34.33228,-84.32881,345.65,0.36,0.58,2026-03-05,1756,N20,nominal,2.0NRT,292.62,7.44,D
34.70054,-82.85651,343.52,0.59,0.53,2026-03-05,1756,N20,nominal,2.0NRT,291.74,11.46,D
36.03485,-76.53892,328.83,0.42,0.38,2026-03-05,1756,N20,nominal,2.0NRT,291.88,4.02,D
35.66404,-79.00221,333.34,0.53,0.42,2026-03-05,1756,N20,nominal,2.0NRT,287.88,3.56,D
34.68717,-83.3944,338.31,0.63,0.54,2026-03-05,1756,N20,nominal,2.0NRT,292.15,11.86,D
35.66782,-79.00336,328.66,0.53,0.42,2026-03-05,1756,N20,nominal,2.0NRT,290.57,3.56,D
34.6969,-83.39743,334.69,0.63,0.54,2026-03-05,1756,N20,nominal,2.0NRT,292.19,6.34,D
34.30952,-85.12198,351.16,0.4,0.6,2026-03-05,1756,N20,nominal,2.0NRT,292.29,8.24,D
34.59324,-84.03942,330.37,0.35,0.56,2026-03-05,1756,N20,nominal,2.0NRT,287,2.04,D
34.61095,-84.30515,333.62,0.36,0.57,2026-03-05,1756,N20,nominal,2.0NRT,292.25,3.65,D
34.9382,-83.09136,347.22,0.6,0.53,2026-03-05,1756,N20,nominal,2.0NRT,292.33,21.09,D
34.93668,-83.09779,347.76,0.6,0.53,2026-03-05,1756,N20,nominal,2.0NRT,296.5,21.09,D
34.94296,-83.09285,326.16,0.6,0.53,2026-03-05,1756,N20,nominal,2.0NRT,290.78,8.6,D
34.94143,-83.09933,344.89,0.6,0.53,2026-03-05,1756,N20,nominal,2.0NRT,293.1,8.6,D
34.94171,-83.09292,346.69,0.6,0.53,2026-03-05,1756,N20,nominal,2.0NRT,291.85,14.94,D
34.94014,-83.09937,355.62,0.6,0.53,2026-03-05,1756,N20,nominal,2.0NRT,294.01,21.02,D
35.47192,-81.02769,332.53,0.45,0.47,2026-03-05,1756,N20,nominal,2.0NRT,296.02,4.65,D
34.62967,-84.58477,328.22,0.37,0.58,2026-03-05,1756,N20,nominal,2.0NRT,292.05,3.19,D
36.25563,-77.51875,349.53,0.45,0.39,2026-03-05,1756,N20,nominal,2.0NRT,293.87,37.48,D
36.25471,-77.5237,343.73,0.45,0.39,2026-03-05,1756,N20,nominal,2.0NRT,295.48,33.68,D
36.25914,-77.51977,341.35,0.45,0.39,2026-03-05,1756,N20,nominal,2.0NRT,285.75,5.67,D
36.25822,-77.52471,336.55,0.45,0.39,2026-03-05,1756,N20,nominal,2.0NRT,286.19,5.5,D
36.46488,-76.93198,343.85,0.43,0.38,2026-03-05,1756,N20,nominal,2.0NRT,286.55,6.97,D
36.46669,-76.93084,342.82,0.43,0.38,2026-03-05,1756,N20,nominal,2.0NRT,291.12,10.02,D
36.46584,-76.93556,328.29,0.43,0.38,2026-03-05,1756,N20,nominal,2.0NRT,289.11,10.02,D
36.47013,-76.93179,337.39,0.43,0.38,2026-03-05,1756,N20,nominal,2.0NRT,291.37,16.45,D
36.21057,-78.56881,330.73,0.5,0.41,2026-03-05,1756,N20,nominal,2.0NRT,281.58,4.14,D
35.85918,-80.56328,325.29,0.42,0.45,2026-03-05,1756,N20,nominal,2.0NRT,284.69,2.65,D
34.33782,-87.27172,327.16,0.53,0.67,2026-03-05,1756,N20,nominal,2.0NRT,288.23,4.13,D
34.55037,-86.46319,329.03,0.47,0.64,2026-03-05,1756,N20,nominal,2.0NRT,281.87,1.74,D
34.33821,-87.27246,330.35,0.53,0.67,2026-03-05,1756,N20,nominal,2.0NRT,288.92,12.66,D
34.34567,-87.26926,367,0.53,0.67,2026-03-05,1756,N20,high,2.0NRT,292.43,12.66,D
34.34409,-87.27489,367,0.53,0.67,2026-03-05,1756,N20,high,2.0NRT,292.76,12.66,D
34.34249,-87.28055,354.71,0.53,0.67,2026-03-05,1756,N20,nominal,2.0NRT,290.18,21.85,D
34.35469,-87.26045,340.37,0.53,0.67,2026-03-05,1756,N20,nominal,2.0NRT,291.38,6.85,D
34.35311,-87.26611,337.23,0.53,0.67,2026-03-05,1756,N20,nominal,2.0NRT,290.85,6.85,D
34.35152,-87.27176,336.98,0.53,0.67,2026-03-05,1756,N20,nominal,2.0NRT,289.34,9.54,D
35.77824,-81.87292,338.59,0.49,0.49,2026-03-05,1756,N20,nominal,2.0NRT,295.36,5.65,D
35.78257,-81.87445,332.44,0.49,0.49,2026-03-05,1756,N20,nominal,2.0NRT,292.89,5.65,D
35.11891,-84.96199,337.61,0.38,0.59,2026-03-05,1756,N20,nominal,2.0NRT,278.46,4.15,D
36.34836,-80.11488,329.87,0.39,0.44,2026-03-05,1756,N20,nominal,2.0NRT,294.08,2.69,D
35.85081,-82.92522,338.31,0.56,0.52,2026-03-05,1756,N20,nominal,2.0NRT,292.62,7.15,D
35.85508,-82.92817,337.38,0.56,0.52,2026-03-05,1756,N20,nominal,2.0NRT,292.49,7.15,D
36.35637,-81.21906,339.84,0.44,0.46,2026-03-05,1756,N20,nominal,2.0NRT,286.45,7.84,D
17.80396,-71.32224,331.02,0.43,0.38,2026-03-05,1749,N20,nominal,2.0NRT,295.62,1.39,D
17.8033,-71.32623,344.26,0.43,0.38,2026-03-05,1749,N20,nominal,2.0NRT,299.47,7.44,D
18.13379,-71.64825,330.97,0.44,0.38,2026-03-05,1751,N20,nominal,2.0NRT,300.81,4.14,D
18.16891,-71.66075,331.34,0.44,0.38,2026-03-05,1751,N20,low,2.0NRT,301.46,14.67,D
18.30798,-71.27283,336.97,0.42,0.38,2026-03-05,1751,N20,nominal,2.0NRT,307.11,6.56,D
18.30733,-71.2768,333.49,0.42,0.38,2026-03-05,1751,N20,nominal,2.0NRT,304.2,4.79,D
18.31076,-71.27744,336.7,0.42,0.38,2026-03-05,1751,N20,nominal,2.0NRT,302.74,4.79,D
18.31612,-71.26624,347.8,0.42,0.38,2026-03-05,1751,N20,nominal,2.0NRT,307.87,6.86,D
18.29716,-71.41755,333.79,0.43,0.38,2026-03-05,1751,N20,low,2.0NRT,303.95,3.14,D
18.30487,-71.92982,345.24,0.45,0.39,2026-03-05,1751,N20,nominal,2.0NRT,297.42,4.35,D
18.40353,-71.51868,336.36,0.43,0.38,2026-03-05,1751,N20,low,2.0NRT,307.01,3.33,D
18.53622,-70.7785,367,0.41,0.37,2026-03-05,1751,N20,high,2.0NRT,339.06,226.65,D
18.5496,-70.71745,330.91,0.4,0.37,2026-03-05,1751,N20,nominal,2.0NRT,300.49,1.79,D
18.553,-70.71788,340.23,0.4,0.37,2026-03-05,1751,N20,nominal,2.0NRT,307.84,4.9,D
18.22281,-73.10366,330.02,0.51,0.41,2026-03-05,1751,N20,nominal,2.0NRT,298.13,2.65,D
18.22382,-73.10263,330.03,0.51,0.41,2026-03-05,1751,N20,nominal,2.0NRT,298.64,2.94,D
18.5769,-71.32277,340,0.42,0.38,2026-03-05,1751,N20,nominal,2.0NRT,299.01,4.49,D
18.29591,-73.44135,337.47,0.53,0.42,2026-03-05,1751,N20,nominal,2.0NRT,298.51,4.52,D
18.89671,-69.88388,332.33,0.39,0.36,2026-03-05,1751,N20,nominal,2.0NRT,292.1,3.3,D
18.75785,-71.16255,337.1,0.41,0.37,2026-03-05,1751,N20,low,2.0NRT,307.23,4.72,D
18.76126,-71.16315,330.68,0.41,0.37,2026-03-05,1751,N20,low,2.0NRT,303.27,3.42,D
18.72648,-71.62719,332.81,0.43,0.38,2026-03-05,1751,N20,nominal,2.0NRT,301.67,3.46,D
18.78879,-71.4445,337.74,0.42,0.38,2026-03-05,1751,N20,nominal,2.0NRT,306.8,3.65,D
18.89236,-70.93864,337.25,0.41,0.37,2026-03-05,1751,N20,nominal,2.0NRT,299.13,3.86,D
17.81566,-77.18984,332.78,0.61,0.53,2026-03-05,1751,N20,nominal,2.0NRT,295.92,3.87,D
18.83881,-72.55432,330.26,0.47,0.4,2026-03-05,1751,N20,low,2.0NRT,304.67,7.05,D
18.84322,-72.55024,351.54,0.47,0.4,2026-03-05,1751,N20,nominal,2.0NRT,304.82,8.95,D
18.95487,-71.97303,343.48,0.44,0.38,2026-03-05,1751,N20,nominal,2.0NRT,299.79,6.89,D
18.95836,-71.97375,344.42,0.44,0.38,2026-03-05,1751,N20,nominal,2.0NRT,299.11,6.89,D
18.96118,-72.28121,344.74,0.45,0.39,2026-03-05,1751,N20,nominal,2.0NRT,302.18,4.77,D
18.63095,-74.29484,330.21,0.39,0.44,2026-03-05,1751,N20,nominal,2.0NRT,294.02,3.83,D
18.14621,-77.14697,339.68,0.6,0.53,2026-03-05,1751,N20,nominal,2.0NRT,286.06,8.49,D
19.11165,-72.33845,336.41,0.45,0.39,2026-03-05,1751,N20,nominal,2.0NRT,297.87,9.28,D
19.11523,-72.33892,340.46,0.45,0.39,2026-03-05,1751,N20,nominal,2.0NRT,301.26,9.28,D
19.27766,-72.15031,341.93,0.44,0.39,2026-03-05,1751,N20,nominal,2.0NRT,304.7,5.2,D
19.35413,-71.71985,331.01,0.43,0.38,2026-03-05,1751,N20,nominal,2.0NRT,296.04,12.93,D
19.35346,-71.72384,333.29,0.43,0.38,2026-03-05,1751,N20,nominal,2.0NRT,301.41,23.78,D
19.36457,-71.7425,331.89,0.43,0.38,2026-03-05,1751,N20,nominal,2.0NRT,298.45,3.54,D
19.36319,-71.9646,340.52,0.44,0.38,2026-03-05,1751,N20,nominal,2.0NRT,304.95,5.96,D
19.43114,-71.72752,334.26,0.43,0.38,2026-03-05,1751,N20,nominal,2.0NRT,299.88,4.24,D
19.45585,-71.78492,340.37,0.43,0.38,2026-03-05,1751,N20,nominal,2.0NRT,298.86,5.16,D
19.49602,-71.56586,330.47,0.42,0.38,2026-03-05,1751,N20,nominal,2.0NRT,297.39,2.23,D
19.46276,-71.80748,332.19,0.43,0.38,2026-03-05,1751,N20,nominal,2.0NRT,297.69,10.64,D
19.50284,-71.80247,331.64,0.43,0.38,2026-03-05,1751,N20,nominal,2.0NRT,299.15,2.66,D
19.50653,-71.95264,344.42,0.43,0.38,2026-03-05,1751,N20,nominal,2.0NRT,296.99,9.37,D
19.66112,-71.58897,345.4,0.42,0.38,2026-03-05,1751,N20,nominal,2.0NRT,304.28,8.74,D
19.78716,-72.7674,335.63,0.47,0.39,2026-03-05,1751,N20,nominal,2.0NRT,297.9,4.76,D
20.10642,-75.63934,340.33,0.44,0.46,2026-03-05,1751,N20,nominal,2.0NRT,287.48,6.18,D
20.1057,-75.64313,343.73,0.44,0.46,2026-03-05,1751,N20,nominal,2.0NRT,290.31,6.18,D
20.20242,-75.42809,345.96,0.43,0.46,2026-03-05,1751,N20,nominal,2.0NRT,293.13,7.7,D
20.19976,-75.42703,347.27,0.43,0.46,2026-03-05,1751,N20,nominal,2.0NRT,293.09,6.86,D
20.26379,-75.36143,343.95,0.42,0.45,2026-03-05,1751,N20,nominal,2.0NRT,300.43,5.34,D
20.2535,-75.48439,325.13,0.43,0.46,2026-03-05,1751,N20,nominal,2.0NRT,296.97,2.37,D
20.3364,-75.41958,327.01,0.42,0.46,2026-03-05,1751,N20,nominal,2.0NRT,295.48,2.05,D
20.48365,-75.97442,344.36,0.46,0.47,2026-03-05,1751,N20,nominal,2.0NRT,293.56,8.79,D
20.54465,-75.95647,341.77,0.45,0.47,2026-03-05,1751,N20,nominal,2.0NRT,296.25,6.8,D
20.54385,-75.96075,326.1,0.45,0.47,2026-03-05,1751,N20,nominal,2.0NRT,295.4,2.34,D
20.54251,-75.95941,338.66,0.45,0.47,2026-03-05,1751,N20,nominal,2.0NRT,296.3,2.61,D
20.54676,-75.96032,326.72,0.45,0.47,2026-03-05,1751,N20,nominal,2.0NRT,295.28,2.61,D
20.79264,-76.54047,341.24,0.49,0.48,2026-03-05,1751,N20,nominal,2.0NRT,292.73,6.84,D
20.79173,-76.54504,339.31,0.49,0.48,2026-03-05,1751,N20,nominal,2.0NRT,290.92,8.81,D
20.79703,-76.54139,338.34,0.49,0.48,2026-03-05,1751,N20,nominal,2.0NRT,292.03,6.84,D
20.94913,-76.90119,367,0.51,0.49,2026-03-05,1751,N20,high,2.0NRT,297.6,12.27,D
20.94816,-76.90607,336.28,0.51,0.49,2026-03-05,1751,N20,nominal,2.0NRT,297.91,12.27,D
20.95264,-76.90707,367,0.51,0.49,2026-03-05,1751,N20,high,2.0NRT,297.48,12.27,D
20.9536,-76.90221,327.78,0.51,0.49,2026-03-05,1751,N20,nominal,2.0NRT,294.77,12.27,D
20.95168,-76.91193,337.32,0.51,0.49,2026-03-05,1751,N20,nominal,2.0NRT,298.04,17.77,D
21.14805,-76.90634,328.94,0.51,0.49,2026-03-05,1751,N20,nominal,2.0NRT,293.16,4.3,D
21.487,-78.42799,339.25,0.62,0.54,2026-03-05,1751,N20,nominal,2.0NRT,285.21,8.51,D
21.58237,-78.59127,329.82,0.64,0.54,2026-03-05,1751,N20,nominal,2.0NRT,274.74,6.54,D
21.85882,-78.63448,331.34,0.63,0.54,2026-03-05,1751,N20,nominal,2.0NRT,295.55,6.03,D
21.86371,-78.63567,330.8,0.63,0.54,2026-03-05,1751,N20,nominal,2.0NRT,294.08,6.03,D
21.86012,-78.63565,346.41,0.63,0.54,2026-03-05,1751,N20,nominal,2.0NRT,295.92,11.7,D
22.17368,-78.7472,356.51,0.63,0.54,2026-03-05,1751,N20,nominal,2.0NRT,288.03,24.49,D
22.17244,-78.75319,356.43,0.63,0.54,2026-03-05,1751,N20,nominal,2.0NRT,285.42,24.49,D
22.17981,-78.74239,325.78,0.63,0.54,2026-03-05,1751,N20,nominal,2.0NRT,288.02,8.02,D
22.17572,-78.74305,338.86,0.63,0.54,2026-03-05,1751,N20,nominal,2.0NRT,287.83,17.48,D
22.17316,-78.755,352.97,0.63,0.54,2026-03-05,1751,N20,nominal,2.0NRT,285.33,23.71,D
22.17444,-78.74903,356.09,0.63,0.54,2026-03-05,1751,N20,low,2.0NRT,288.17,17.48,D
22.29151,-80.87856,327.06,0.43,0.62,2026-03-05,1751,N20,nominal,2.0NRT,290.12,8.36,D
22.29706,-80.87998,367,0.43,0.62,2026-03-05,1751,N20,high,2.0NRT,291.59,8.36,D
22.29614,-80.88406,353.39,0.43,0.62,2026-03-05,1751,N20,nominal,2.0NRT,292.09,15.2,D
22.41891,-80.66984,351.78,0.41,0.61,2026-03-05,1751,N20,nominal,2.0NRT,288.26,6.53,D
22.41802,-80.67375,350.64,0.41,0.61,2026-03-05,1751,N20,nominal,2.0NRT,288.69,6.53,D
22.41356,-80.69337,328.37,0.42,0.61,2026-03-05,1751,N20,nominal,2.0NRT,288.63,3.08,D
22.46569,-80.61601,340.63,0.41,0.61,2026-03-05,1751,N20,nominal,2.0NRT,292.58,6.37,D
22.4875,-80.92718,325.31,0.43,0.62,2026-03-05,1751,N20,nominal,2.0NRT,289.29,3.08,D
22.77073,-79.80714,329.92,0.36,0.57,2026-03-05,1751,N20,nominal,2.0NRT,287.77,3.55,D
22.76998,-79.81055,333.53,0.36,0.57,2026-03-05,1751,N20,nominal,2.0NRT,288.85,5.72,D
22.77292,-79.82209,331.12,0.36,0.57,2026-03-05,1751,N20,nominal,2.0NRT,289.29,3.95,D
22.6607,-81.03419,348.11,0.43,0.62,2026-03-05,1751,N20,nominal,2.0NRT,294.09,11.18,D
22.65978,-81.03829,346.96,0.43,0.62,2026-03-05,1751,N20,nominal,2.0NRT,293.78,8.57,D
22.66348,-81.03757,367,0.43,0.62,2026-03-05,1751,N20,high,2.0NRT,293.79,11.42,D
22.75042,-81.01718,327.4,0.43,0.62,2026-03-05,1751,N20,nominal,2.0NRT,292.33,2.95,D
22.75388,-81.01759,333.43,0.43,0.62,2026-03-05,1751,N20,nominal,2.0NRT,292.89,4.35,D
22.18621,-83.91904,337.57,0.67,0.74,2026-03-05,1751,N20,nominal,2.0NRT,290.53,11.02,D
22.18469,-83.92526,330.43,0.67,0.74,2026-03-05,1751,N20,nominal,2.0NRT,291.05,9.95,D
22.1829,-84.01927,344.97,0.68,0.74,2026-03-05,1751,N20,nominal,2.0NRT,290.88,15.09,D
22.18985,-83.91988,331.43,0.67,0.74,2026-03-05,1751,N20,nominal,2.0NRT,290.35,7.49,D
22.1883,-83.92606,338.5,0.67,0.74,2026-03-05,1751,N20,nominal,2.0NRT,290.78,7.49,D
22.17931,-84.01824,336.98,0.68,0.74,2026-03-05,1751,N20,nominal,2.0NRT,290.44,10.55,D
22.17767,-84.02477,332.9,0.68,0.74,2026-03-05,1751,N20,nominal,2.0NRT,291.2,10.36,D
22.19637,-84.03488,330.88,0.68,0.74,2026-03-05,1751,N20,nominal,2.0NRT,290.6,5.05,D
23.03831,-80.62996,329.78,0.4,0.6,2026-03-05,1751,N20,nominal,2.0NRT,288.27,4.14,D
22.50202,-83.09074,330.4,0.58,0.7,2026-03-05,1751,N20,nominal,2.0NRT,291.71,3.42,D
22.56696,-82.94267,334.4,0.57,0.69,2026-03-05,1751,N20,nominal,2.0NRT,294.85,5.02,D
22.57315,-82.94437,343.9,0.57,0.69,2026-03-05,1751,N20,nominal,2.0NRT,293.91,11.47,D
22.70176,-82.89241,329.44,0.56,0.69,2026-03-05,1751,N20,nominal,2.0NRT,292.19,3.07,D
22.7909,-82.656,331.36,0.54,0.68,2026-03-05,1751,N20,nominal,2.0NRT,294.06,6.63,D
23.06457,-82.20993,337.28,0.5,0.66,2026-03-05,1751,N20,nominal,2.0NRT,290.82,5.49,D
